III
-0.156
-0.254
-0.106
-0.042
-0.015
0.007
-0.008
-0.039
-0.007
0.012
-0.021
-0.024
-0.012
0.016
-0.005
-0.04
-0.026
-0.012
-0.011
-0.012
-0.006
-0.02
-0.016
-0.012
-0.01
0.027
0.026
0.032
0.009
0.021
0.037
-0.019
0.004
0.014
0.005
0.003
-0.011
0.001
-0.012
0.003
-0.009
-0.023
0.046
0.022
0.03
0.026
-0.032
0.003
-0.027
-0.015
0.025
0.006
-0.017
-0.024
-0.011
-0.052
-0.049
-0.042
-0.043
-0.035
-0.035
-0.023
-0.042
-0.059
-0.051
-0.046
-0.052
-0.013
-0.034
-0.043
-0.026
-0.075
-0.069
-0.068
-0.068
-0.061
-0.068
-0.054
-0.063
-0.02
0.026
0.014
-0.013
-0.062
-0.03
-0.03
-0.075
-0.054
-0.059
-0.049
-0.048
-0.043
-0.049
-0.058
0.006
-0.14
-0.312
-0.16
-0.05
-0.051
-0.041
-0.047
-0.045
-0.059
-0.051
-0.041
-0.04
-0.028
-0.045
-0.059
-0.045
-0.024
-0.028
-0.063
-0.059
-0.047
-0.049
-0.041
-0.042
-0.034
-0.028
-0.021
-0.014
-0.006
0.002
0.02
0.025
-0.029
-0.059
-0.049
-0.048
-0.042
-0.037
-0.027
-0.039
-0.048
-0.034
-0.025
-0.015
-0.01
-0.005
0
0.007
0.008
-0.006
-0.043
-0.053
-0.047
-0.055
-0.04
-0.057
-0.041
-0.044
-0.047
-0.026
-0.067
-0.041
-0.038
-0.061
-0.047
-0.046
-0.062
-0.058
-0.022
-0.046
-0.042
-0.032
-0.081
-0.064
-0.056
-0.063
-0.027
-0.05
-0.059
-0.033
-0.048
-0.037
-0.031
-0.03
-0.024
-0.05
-0.072
-0.077
-0.062
-0.068
-0.057
-0.05
-0.06
-0.027
-0.051
-0.02
-0.074
-0.293
-0.221
-0.06
-0.064
-0.049
-0.036
-0.034
-0.034
-0.038
-0.038
-0.042
-0.039
-0.041
-0.04
-0.037
-0.053
-0.061
-0.061
-0.058
-0.063
-0.057
-0.063
-0.06
-0.017
-0.042
-0.044
-0.03
-0.038
-0.033
-0.029
-0.026
-0.056
-0.062
-0.04
-0.028
-0.051
-0.047
-0.039
-0.055
-0.041
-0.04
-0.031
-0.022
-0.016
-0.006
-0.026
-0.044
-0.024
-0.006
-0.029
-0.027
-0.03
-0.027
-0.012
-0.063
-0.064
-0.051
-0.055
-0.043
-0.065
-0.06
-0.025
-0.047
-0.059
-0.03
-0.047
-0.045
-0.051
-0.064
-0.059
-0.064
-0.069
-0.062
-0.045
-0.056
-0.04
-0.038
-0.02
-0.011
-0.004
0.039
-0.013
-0.039
-0.01
-0.023
-0.039
-0.033
-0.025
-0.023
-0.028
-0.019
-0.043
-0.019
-0.001
-0.217
-0.153
0.082
0.006
-0.001
0.027
0.001
0.003
-0.018
-0.02
-0.02
-0.014
-0.012
-0.008
-0.004
-0.011
-0.016
-0.022
-0.028
-0.028
-0.021
-0.016
-0.012
-0.004
-0.002
0.009
0.016
0.026
0.065
0.052
0.034
0.027
0.016
0.039
-0.001
-0.004
-0.004
-0.023
0.013
-0.003
0.019
0.034
0.007
-0.018
-0.032
-0.009
0.016
0.022
0.016
0.027
-0.013
-0.013
0.021
0.006
0.007
-0.027
-0.021
-0.014
-0.04
-0.01
-0.019
-0.031
-0.04
-0.029
-0.009
-0.042
-0.037
-0.032
-0.028
-0.023
-0.031
-0.014
-0.015
0
0.032
0.046
0.044
0.047
0.042
0.016
-0.001
-0.014
-0.018
-0.038
-0.054
-0.059
-0.064
-0.053
-0.048
-0.045
0.008
-0.079
-0.181
-0.072
-0.053
-0.046
-0.027
-0.048
-0.027
-0.051
-0.05
-0.048
-0.054
-0.038
-0.054
-0.065
-0.043
-0.047
-0.063
-0.055
-0.055
-0.049
-0.051
-0.048
-0.018
-0.014
0.002
0.002
-0.015
0.014
0.036
0.023
0.016
0.014
0
-0.013
-0.019
-0.03
-0.041
-0.029
-0.024
-0.018
-0.009
-0.022
-0.026
-0.023
-0.019
-0.017
-0.014
0.009
0.009
-0.014
-0.035
-0.042
-0.039
-0.04
-0.04
-0.043
-0.045
-0.039
-0.035
-0.057
-0.067
-0.064
-0.064
-0.067
-0.059
-0.059
-0.082
-0.08
-0.079
-0.081
-0.077
-0.075
-0.071
-0.069
-0.067
-0.062
-0.076
-0.086
-0.085
-0.08
-0.065
-0.058
-0.036
-0.073
-0.103
-0.075
-0.107
-0.104
-0.104
-0.116
-0.088
-0.09
-0.089
-0.096
-0.029
-0.089
-0.293
-0.246
-0.166
-0.142
-0.074
-0.102
-0.104
-0.09
-0.107
-0.097
-0.104
-0.106
-0.107
-0.114
-0.083
-0.074
-0.103
-0.087
-0.082
-0.089
-0.086
-0.085
-0.086
-0.077
-0.015
-0.012
-0.031
-0.013
-0.006
-0.009
-0.042
-0.022
-0.037
-0.085
-0.078
-0.069
-0.069
-0.081
-0.054
